alt_prod_price,category_name,from_the_manufacturer,long_product_description,product_description,product_image,product_main_price,product_name,product_page,product_price,product_reviews
"
$549.98
","
                Electronics
            ,
                 Electronics
             ",,"Whether at work or play, ASUS VivoBook 15 is the compact laptop that immerses you in whatever you set out to do. Its new frameless four-sided NanoEdge display boasts an ultraslim 5.7mm bezel, giving an amazing 88% screen-to-body ratio for supremely immersive visuals. The ErgoLift hinge design also tilts the keyboard up for more comfortable typing. VivoBook 15 is powered by an Intel core i3 processor to help you get things done with the least amount of fuss. *The actual transfer speed of USB 3.0, 3.1, 3.2 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.

","
, ,
,by entering your model number.,
,
,
15.6 inch Full HD (1920x1080) 4-way NanoEdge bezel display with a stunning 88% screen-to-body ratio

,
Latest 10th Gen Intel Core i3-1005G1 CPU (4M Cache, up to 3.4 GHz)

,
8GB DDR4 RAM and 128GB PCIe NVMe M.2 SSD

,
Ergonomic backlit keyboard with fingerprint sensor activated via windows hello

,
Exclusive Ergolift design for an improved typing position

,
Comprehensive connections including USB 3.2 Type-C, USB 3.2 Type-A, USB 2.0, and HDMI; Gigabit Wi-Fi 5 (802.11ac) (*USB Transfer speed may vary. Learn more at ASUS website)

,
Windows 10 in S mode exclusively runs apps from the Microsoft Store. To install an app that isn't available in the Microsoft Store, simply switch out of S mode in three easy steps. There's no charge to switch out of S mode

",https://images-na.ssl-images-amazon.com/images/I/81fstJkUlaL._AC_SL1500_.jpg,$499.00,"







ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34






",https://www.amazon.com/ASUS-VivoBook-i3-1005G1-Fingerprint-F512JA-AS34/dp/B0869L1326/ref=sr_1_7?dchild=1&fst=as%3Aoff&qid=1599659242&refinements=p_36%3A1253507011&rnid=386442011&s=electronics&sr=1-7,"New & Used (8) from, ,$498.00,Compare with similar items",4.5 out of 5 stars
"
$1,329.00
","
                Electronics
            ,
                 Electronics
             ",,"Acer Predator Helios 300 PH315-53-72XD Gaming Laptop comes with these high level specs: 10th Generation Intel Core i7-10750H 6-Core Processor 2. 6GHz with Turbo Boost Technology up to 5. 0GHz, 15. 6"" Full HD (1920 x 1080) widescreen LED-backlit IPS display, 144Hz Refresh Rate, 16: 9 aspect ratio, 3ms Overdrive Response Time, 300nit Brightness, 72% NTSC, Overclockable NVIDIA GeForce RTX 2060 with 6GB of dedicated GDDR6 VRAM, 16GB DDR4 2933MHz Dual-Channel Memory, 512GB PCIe NVMe SSD (2 x PCIe M. 2 Slots 1 Slot Available), 1 - Available Hard Drive Bay, DTS X: Ultra Audio, featuring optimized Bass, Loudness, Speaker Protection with up to 6 custom content modes by smart amplifier, Acer True Harmony Technology, Two Built-in Stereo Speakers, Acer Purified. Voice technology with two built-in microphones, Killer Double Shot Pro Wireless-AX 1650i 802. 11ax Wi-Fi 6 featuring 2x2 MU-MIMO technology (Dual-Band 2. 4GHz and 5GHz), Killer Ethernet E2600 10/100/1000 Gigabit Ethernet LAN, HD Webcam (1280 x 720) supporting Super High Dynamic Range (SHDR), 1 - USB Type-C port supporting USB 3. 2 Gen 2 (up to 10 Gbps) & Charging, 1 - USB 3. 2 Gen 2 Port (Featuring Power-off Charging), 2 - USB 3. 2 Gen 1 Ports, 1 - HDMI 2. 0 Port with HDCP Support, 1 - Mini Display Port 1. 4, Lithium Ion Battery, Up to 6-hours Battery Life, 5. 51 lbs. 2. 5 kg (system unit only) - PROTECTIVE SLEEVE INCLUDED (NH. Q7YAA. 004).

","
, ,
,by entering your model number.,
,
,
10th Generation Intel Core i7-10750H 6-Core Processor (Up to 5.0 GHz) with Windows 10 Home 64 Bit

,
Overclockable NVIDIA GeForce RTX 2060 with 6 GB of dedicated GDDR6 VRAM

,
15.6"" Full HD (1920 x 1080) Widescreen LED-backlit IPS display (144Hz Refresh Rate, 3ms Overdrive Response Time, 300nit Brightness & 72% NTSC)

,
16 GB DDR4 2933MHz Dual-Channel Memory, 512GB NVMe SSD (2 x M.2 slots | 1 Slot open for easy upgrades) & 1 - Available Hard Drive Bay

,
4-Zone RGB Backlit Keyboard | Wireless: Killer Double Shot Pro Wireless-AX 1650i 802. 11ax Wi-Fi 6 | LAN: Killer Ethernet E2600 10/100/1000 Gigabit Ethernet LAN | DTS X: Ultra Audio | 4th Gen All-Metal AeroBlade 3D Fan

,
Connectivity technology: Bluetooth

",https://images-na.ssl-images-amazon.com/images/I/71k45hZkLmL._AC_SL1500_.jpg,"$1,195.00","







Acer Predator Helios 300 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2060 6GB, 15.6"" Full HD 144Hz 3ms IPS Display, 16GB Dual-Channel DDR4, 512GB NVMe SSD, Wi-Fi 6, RGB Keyboard, PH315-53-72XD






",https://www.amazon.com/PH315-53-72XD/dp/B08842D7JS/ref=sr_1_6?dchild=1&fst=as%3Aoff&qid=1599659242&refinements=p_36%3A1253507011&rnid=386442011&s=electronics&sr=1-6,"New & Used (10) from, ,$1,195.00,Compare with similar items",4.5 out of 5 stars
,"
                Electronics
            ,
                 Electronics
             ",,"Acer Nitro 5 AN515-54-728C Gaming Laptop comes with these high level specs: 9th Generation Intel Core i7-9750H Processor 2.6GHz with Turbo Boost Technology up to 4.5GHz, 15.6"" Full HD (1920 x 1080) widescreen LED-backlit IPS display with 144Hz Refresh Rate, NVIDIA GeForce RTX 2060 with 6GB of dedicated GDDR6 VRAM, 16GB DDR4 2666MHz Memory, 256GB PCIe NVMe SSD (2 x PCIe M.2 Slots 1 Slot Available), 1 - Available Hard Drive Bay, Waves sound technology, featuring , , , Acer True Harmony Technology, Two Built-in Stereo Speakers, Acer Purified. Voice technology with two built-in microphones, Intel Wireless Wi-Fi 6 AX200 802.11ax Dual-Band 2.4GHz and 5GHz featuring 2x2 MU-MIMO technology (Max Speed up to 2.4Gbps), 10/100/1000 Gigabit Ethernet LAN (RJ-45 port), HD Webcam (1280 x 720) supporting Super High Dynamic Range (SHDR), 1 - USB 3.1 Type C Gen 1 port (up to 5 Gbps), 2 - USB 3.1 Gen 1 Ports (One with Power-off Charging), 1 - USB 2.0 Port, 1 - HDMI 2.0 Port with HDCP Support, Backlit Keyboard, Lithium Ion Battery, Up to 8-hours Battery Life, 4.85 lbs. 2.2 kg (system unit only) (NH.Q96AA.003).

","
, ,
,by entering your model number.,
,
,
9th Generation Intel Core i7-9750H 6-Core Processor (Up to 4.5 GHz)

,
15.6"" Full HD Widescreen IPS LED-backlit display | 144 hertz refresh rate | NVIDIA GeForce RTX 2060 Graphics with 6 GB of dedicated GDDR6 VRAM

,
16GB DDR4 2666MHz Memory | 256GB PCIe NVMe SSD (2 x PCIe M.2 slots - 1 slot open for easy upgrades) & 1 - Available hard drive bay

,
LAN: 10/100/1000 Gigabit Ethernet LAN (RJ-45 port) | Wireless: Intel Wireless Wi-Fi 6 AX200 802.11ax

,
Backlit keyboard | Acer CoolBoost technology with twin fans and dual exhaust ports

",https://images-na.ssl-images-amazon.com/images/I/71s1LRpaprL._AC_SL1500_.jpg,"$1,018.05","







Acer Nitro 5 Gaming Laptop, 9th Gen Intel Core i7-9750H, NVIDIA GeForce RTX 2060, 15.6"" Full HD IPS 144Hz Display, 16GB DDR4, 256GB NVMe SSD, Wi-Fi 6, Waves MaxxAudio, Backlit Keyboard, AN515-54-728C






",https://www.amazon.com/Acer-i7-9750H-MaxxAudio-Keyboard-AN515-54-728C/dp/B08777BH1B/ref=sr_1_4?dchild=1&fst=as%3Aoff&qid=1599659242&refinements=p_36%3A1253507011&rnid=386442011&s=electronics&sr=1-4,"New (2) from, ,$1,018.05,Compare with similar items",4.6 out of 5 stars
,"
                Electronics
            ,
                 Electronics
             ",,"Get the gaming system that lets you play the games you want, wherever you are, however you like. Includes the Nintendo Switch console and Nintendo Switch dock in black, and left and right Joy‑Con controllers in a contrasting gray. Also includes all the extras you need to get started. Model number: HAC-001(-01) (product serial number begins with “XKW”) This model includes battery life of approximately 4.5 - 9 hours. The battery life will depend on the games you play. For instance, the battery will last approximately 5.5 hours for The Legend of Zelda: Breath of the Wild (games sold separately). ,Introducing Nintendo Switch, the new home video game system from Nintendo. In addition to providing single and multiplayer thrills at home, the Nintendo Switch system can be taken on the go so players can enjoy a full home console experience anytime, anywhere. The mobility of a handheld is now added to the power of a home gaming system, with unprecedented new play styles brought to life by the two new Joy-Con controllers.,PLAY ANYWHERE,At home the main unit rests in the Nintendo Switch dock, which connects the system to the TV and lets you play with family and friends in the comfort of your living room.,Lift Nintendo Switch from the dock and instantly transition to handheld mode for on-the-go gaming. By sharing Joy-Con, players can go head-to-head while away from home. You can also enjoy the same great games in tabletop mode by using the included stand to prop the system up.,Remove the detachable Joy-Con from either side of Nintendo Switch for more play styles:,Bring together up to 8 Nintendo Switch systems for local face-to-face multiplayer. ,Yes, a robust set of options is included to help both parents and kids have the best possible gaming experience. ,Parents can set controls on the system, or use the free Nintendo Switch Parental Controls app to set restrictions on games and purchases, monitor gaming time, and more.","
, ,
,by entering your model number.,
,
,
3 Play Styles: TV Mode, Tabletop Mode, Handheld Mode

,
6.2-inch, multi-touch capacitive touch screen

,
4.5-9+ Hours of Battery Life *Will vary depending on software usage conditions

,
Connects over Wi-Fi for multiplayer gaming; Up to 8 consoles can be connected for local wireless multiplayer

,
Model number: HAC-001(-01)

",https://images-na.ssl-images-amazon.com/images/I/61Q%2B2i8UM5L._AC_SL1457_.jpg,,"







Nintendo Switch with Gray Joy‑Con - HAC-001(-01)






",https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/dp/B07VJRZ62R/ref=sr_1_1?fst=as%3Aoff&qid=1599659246&refinements=p_36%3A1253507011&rnid=386442011&s=electronics&sr=1-1,"New & Used (25) from, ,$400.00",4.8 out of 5 stars
,"
                Electronics
            ,
                 Electronics
             ",,"Acer Aspire 5 A515-43-R19L comes with these high level specs: AMD Ryzen 3 3200U Dual-Core Processor 2.6GHz with Precision Boost up to 3.5GHz (Up to 4MB L3 Cache), Windows 10 in S mode, 15.6"" Full HD (1920 x 1080) widescreen LED-backlit IPS Display, AMD Radeon Vega 3 Mobile Graphics, 4GB DDR4 Memory, 128GB PCIe NVMe SSD, True Harmony Technology, Two Built-in Stereo Speakers, Acer Purified. Voice Technology with Two Built-in Microphones, 802.11ac Wi-Fi featuring 2x2 MIMO technology (Dual-Band 2.4GHz and 5GHz), 10/100/1000 Gigabit Ethernet LAN (RJ-45 port), Bluetooth 4.0, Back-lit Keyboard, HD Webcam (1280 x 720), 1 - USB 3.1 Gen 1 Port, 2 - USB 2.0 Ports, 1 - HDMI Port with HDCP support, Lithium-Ion Battery, Up to 7.5-hours Battery Life, 3.97 lbs. | 1.8 kg (system unit only) (NX.HG8AA.001).

","
, ,
,by entering your model number.,
,
,
AMD Ryzen 3 3200U Dual Core Processor (Up to 3.5GHz); 4GB DDR4 Memory; 128GB PCIe NVMe SSD

,
15.6 inches full HD (1920 x 1080) widescreen LED backlit IPS display; AMD Radeon Vega 3 Mobile Graphics

,
1 USB 3.1 Gen 1 port, 2 USB 2.0 ports & 1 HDMI port with HDCP support

,
802.11ac Wi-Fi; Backlit Keyboard; Up to 7.5 hours battery life

,
Windows 10 in S mode. Maximum power supply wattage: 65 Watts

",https://images-na.ssl-images-amazon.com/images/I/71vvXGmdKWL._AC_SL1500_.jpg,,"







Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L, Silver






",https://www.amazon.com/Acer-Display-Graphics-Keyboard-A515-43-R19L/dp/B07RF1XD36/ref=sr_1_2?dchild=1&fst=as%3Aoff&qid=1599659242&refinements=p_36%3A1253507011&rnid=386442011&s=electronics&sr=1-2,"New & Used (24) from, ,$449.00,Compare with similar items",4.4 out of 5 stars
,"
                Electronics
            ,
                 Service Plans
             ",,"3y Flex Ups Onst Svc7x24 8hr Resp2. 5-6k

","
, ,
,by entering your model number.,
,
,
A quality product by EATON

",https://images-na.ssl-images-amazon.com/images/I/510RnCXH34L._AC_SL1177_.jpg,"$2,544.85","







Eaton Flex Onsite - Extended Service Agreement - 3






",https://www.amazon.com/Eaton-Flex-Onsite-extended-agreement/dp/B00FZ1YP4Q/ref=sr_1_13?dchild=1&fst=as%3Aoff&qid=1599659242&rnid=16225009011&s=electronics&sr=1-13,,Back
"
$698.95
","
                Electronics
            ,
                 Electronics
             ","
            The IdeaPad Flex 5 gives you more creative choices, by blending performance, connectivity, entertainment and affordability with a sleek design and feel.
        ,
            Proudly powered by AMD Ryzen 5 4500U  mobile processor with Radeon graphics, the IdeaPad Flex 5 14 offers you excellent all around performance, graphics and more productivity in a flexible device built to be what you need it to be.
        ","Accessorize your lifestyle with the Lenovo Flex 5 14"" 2-in-1 Laptop. Ultrathin, lightweight, and ultraportable, the Flex 5 weighs in at just 3.64 lbs and is less than 1-inch thick when closed. Slim, stylish, and proudly powered by the AMD Ryzen™ 5 4500U mobile processor with Radeon™ graphics, you can carry this touch-screen laptop with you everywhere – digital pen included. The Flex 5 is designed for excellent all-around performance, graphics, and productivity, whether you're enjoying entertainment at home, working in the office, or studying at school.,Keep your ideas flowing anywhere and anytime! The 360° hinge lets you quickly and easily turn your touchscreen laptop into a tablet for more intuitive interaction, letting you write easily with the included digital pen. Set your 2-in-1 laptop in tent-mode for sharing with friends or co-workers, or put your computer in stand mode when you're binge-watching your favorite streaming show. With narrow bezels on all 4 sides, you'll enjoy more viewing area and less clutter on the full high definition (1920 x 1080) IPS panel with 2 x 2W Speakers with Dolby Audio™.,Other great features include a physical privacy shutter on the HD 720p camera with Fixed-Focus CMOS, 2x2 Wi-Fi 5 (802.11 ac) and Bluetooth® 4.2 connectivity options, and 2 USB-A, 1 USB-C, and an HDMI port. You'll also enjoy up to 10 hours of battery life, plus quick charge with a 65W adapter – only 1 hour of charge time gives you 80% power!, All battery life claims are approximate and based on results using the MobileMark® 2014 battery life benchmark test. Actual battery life will vary and depends on many factors such as product configuration and usage, software use, wireless functionality, power management settings, and screen brightness. The maximum capacity of the battery will decrease with time and use.

","
, ,
,by entering your model number.,
,
,
Thin, light, and stylish – This 2-in-1 laptop weighs just 3.64 pounds and is only 0.82"" thick. It's soft and comfortable to the touch, with a durable paint that creates a better user experience. Digital pen included

,
The 10-point, 14-inch FHD (1920 x 1080) IPS touchscreen allows the Lenovo Flex 5 14"" 2-in-1 laptop to be comfortable, fun, and easy to use. It's also great to look at, with 4-side narrow bezels

,
The 360⁰ hinge lets you use your 2-in-1 touchscreen laptop in whatever mode works best for you; Use it in 'Laptop' mode for everyday computing, 'Tent' mode for sharing things, 'Stand' mode for binge-watching, or 'Tablet' mode for more intuitive interaction

,
Enjoy up to 10 hours of battery life, plus quick charge to 80% in just 1 hour

,
Powered by the AMD Ryzen 5 4500U mobile processor with Radeon graphics, you have the performance to do more, from anywhere. With more cores, you'll experience responsiveness that leaps into action for productivity, gaming, and content creation

",https://images-na.ssl-images-amazon.com/images/I/81x%2B9uFY1QL._AC_SL1500_.jpg,$595.69,"







Lenovo Flex 5 14"" 2-in-1 Laptop, 14.0"" FHD (1920 x 1080) Touch Display, AMD Ryzen 5 4500U Processor, 16GB DDR4, 256GB SSD, AMD Radeon Graphics, Digital Pen Included, Win 10, 81X20005US, Graphite Grey






",https://www.amazon.com/Lenovo-Processor-Graphics-Included-81X20005US/dp/B086226DDB/ref=sr_1_3?dchild=1&fst=as%3Aoff&qid=1599659242&refinements=p_36%3A1253507011&rnid=386442011&s=electronics&sr=1-3,"New & Used (15) from, ,$595.69",4.5 out of 5 stars
,"
                Electronics
            ,
                 Service Plans
             ",,"Eaton Fl873xxx-18000Uc 3Yr Flex Ups Onsite Service, 7X24 8Hr Re

","
, ,
,by entering your model number.,
,
,
A quality product by EATON

",https://images-na.ssl-images-amazon.com/images/I/510RnCXH34L._AC_SL1177_.jpg,"$3,943.39","







Eaton Flex Onsite - Extended Service Agreement






",https://www.amazon.com/Eaton-Flex-Onsite-extended-agreement/dp/B00FZ1YNGG/ref=sr_1_14?dchild=1&fst=as%3Aoff&qid=1599659242&rnid=16225009011&s=electronics&sr=1-14,,Previous page of related Sponsored Products
,"
                Electronics
            ,
                 Electronics
             ",,"Get the gaming system that lets you play the games you want, wherever you are, however you like. Includes the Nintendo Switch console and Nintendo Switch dock in black, with contrasting left and right Joy‑Con controllers-one red, one blue. Also includes all the extras you need to get started. Model number: HAC-001(-01) (product serial number begins with “XKW”) This model includes battery life of approximately 4.5 - 9 hours. The battery life will depend on the games you play. For instance, the battery will last approximately 5.5 hours for The Legend of Zelda: Breath of the Wild (games sold separately). ,Introducing Nintendo Switch, the new home video game system from Nintendo. In addition to providing single and multiplayer thrills at home, the Nintendo Switch system can be taken on the go so players can enjoy a full home console experience anytime, anywhere. The mobility of a handheld is now added to the power of a home gaming system, with unprecedented new play styles brought to life by the two new Joy-Con controllers.,PLAY ANYWHERE,At home the main unit rests in the Nintendo Switch dock, which connects the system to the TV and lets you play with family and friends in the comfort of your living room.,Lift Nintendo Switch from the dock and instantly transition to handheld mode for on-the-go gaming. By sharing Joy-Con, players can go head-to-head while away from home. You can also enjoy the same great games in tabletop mode by using the included stand to prop the system up.,Remove the detachable Joy-Con from either side of Nintendo Switch for more play styles:,Bring together up to 8 Nintendo Switch systems for local face-to-face multiplayer. ,Yes, a robust set of options is included to help both parents and kids have the best possible gaming experience. ,Parents can set controls on the system, or use the free Nintendo Switch Parental Controls app to set restrictions on games and purchases, monitor gaming time, and more.","
, ,
,by entering your model number.,
,
,
3 Play Styles: TV Mode, Tabletop Mode, Handheld Mode

,
6.2-inch, multi-touch capacitive touch screen

,
4.5-9+ Hours of Battery Life *Will vary depending on software usage conditions

,
Connects over Wi-Fi for multiplayer gaming; Up to 8 consoles can be connected for local wireless multiplayer

,
Model number: HAC-001(-01)

",https://images-na.ssl-images-amazon.com/images/I/61JnrafZ7zL._AC_SL1457_.jpg,,"







Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)






",https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/dp/B07VGRJDFY/ref=sr_1_1?dchild=1&fst=as%3Aoff&qid=1599659242&refinements=p_36%3A1253507011&rnid=386442011&s=electronics&sr=1-1,"New & Used (59) from, ,$376.95",4.8 out of 5 stars
,"
                Electronics
            ,
                 Television & Video
             ",,"New Smartby RC280 Remote Control Replacement work for TCL ROKU TV Television with Netflix Sling Hulu Vudu Hot Keys. No programing or pairing needed, install new batteries and it is ready to use. Please note: this remote is an IR remote without pairing button or audio jack. Compatible with the following TCL Roku TV models: 65S405 65S401 55UP120 55US57 55S401 55S405 50FS3750 55FS3700 49S405 48FS3700 48FS3750 43FP110 43UP120 43S405 40FS3800 40S3800 32S3850 32S3700 32S3800 32S301 32S800 32S850 32S3750 32S4610R 28S3750 32FS3700 28S305 28S3750 32FS3700 32FS4610R 32S301 32S305 32S3700 32S3750 32S3800 32S3850 32S3850A 32S3850B 32S3850P 32S4610R 32S800 32S850 40FS3750 40FS3800 40FS3850 40FS4610R 40S303 40S305 40S3800 43FP110 43S303 43S305 43S403 43S405 43UP120 48FS3700 48FS3750 48FS4610R 49FP110 49S303 49S305 49S403 49S405 50FS3750 50FS3800 50FS3850 50UP120 55C803 55FS3700 55FS3750 55FS3850 55FS4610R 55P605 55S401 55S403 55S405 55UP120 55US57 55US5800 65C803 65S40165S403 65S405 65US5800 75C803 50UP130 RC280 2017 and 2018 tcl roku tv Replaced remote control. Package Content: 1X Remote Control(Battery and User Manual Not Included) Power Supply: 2X 1.5V AAA Alkaline Battery

","
Brand new, no need any program and work out of box after put the batteries in. No pairing button or audio jack; Not for Roku box; Not for Roku stick.

,
New RC280 Remote Control Replaced for TCL Roku TV with Netflix Sling Hulu Vudu APP Key 49S405 55S405 40S3800 55US57 50UP120 28S3750 32S3750 40FS3750 48FS3750 55FS4610R 55US5800 65US5800 55FS3750 32S3700 32S3800 48FS3700 55FS3700

,
32S3850(A/B/P) 32S3850A 32S3850B 32S3850P 40FS3850 50FS3850 28S305 55FS3850 40FS3800 50FS3800 40FS4610R 48FS4610R 43FP110 49FP110 55UP120 32S4610R 50FS3750 32FS3700 32FS4610R 32S800 32S850 32S3850 32S305 40S305 43S305 49S305 65S405 43S405 RC280

,
65S405 65S401 55UP120 55US57 55S401 55S405 50FS3750 55FS3700 49S405 48FS3700 48FS3750 43FP110 43UP120 43S405 40FS3800 40S3800 32S3850 32S3700 32S3800 32S301 32S800 32S850 32S3750 32S4610R 28S3750 32FS3700

,
Fast shipping from Amazon Warehouse.

",https://images-na.ssl-images-amazon.com/images/I/61agFt06EHL._AC_SL1500_.jpg,$6.34,"







Remote Control fit for TCL Roku TV 65S405 65S401 55UP120 55US57 55S401 55S405 50FS3750 55FS3700 49S405 48FS3700 48FS3750 43FP110 43UP120 43S405 40FS3800 40S3800 32S3850 32S3700 32S3800 32S301 32S800






",https://www.amazon.com/50FS3750-55FS3700-48FS3700-48FS3750-40FS3800/dp/B07GCB9J7D/ref=sr_1_16?dchild=1&fst=as%3Aoff&qid=1599659242&rnid=16225009011&s=electronics&sr=1-16,"New (3) from, ,$6.34,Compare with similar items",4.4 out of 5 stars
,"
                Electronics
            ,
                 Service Plans
             ",,"Eaton Eb871xxx-7000Bc 1Yr Flex Ups Onsite Service, 7X24 8Hr Re

","
, ,
,by entering your model number.,
,
,
A quality product by EATON

",https://images-na.ssl-images-amazon.com/images/I/510RnCXH34L._AC_SL1177_.jpg,$469.90,"







Eaton Flex Onsite - Extended Service Agreement - 1






",https://www.amazon.com/Eaton-Flex-Onsite-extended-agreement/dp/B00FZ23W7G/ref=sr_1_12?dchild=1&fst=as%3Aoff&qid=1599659242&rnid=16225009011&s=electronics&sr=1-12,,Previous page of related Sponsored Products
,"
                Electronics
            ,
                 Service Plans
             ",,"Eaton Eb873xxx-11000Bc 3Yr Flex Ups Onsite Service, 7X24 8Hr Re

","
, ,
,by entering your model number.,
,
,
A quality product by EATON

",,"$2,243.81","







Eaton Flex Onsite - Extended Service Agreement - 3






",https://www.amazon.com/dp/B00FZ23WT4/ref=sr_1_11?dchild=1&fst=as%3Aoff&qid=1599659242&rnid=16225009011&s=electronics&sr=1-11,,Previous page of related Sponsored Products
,"
                Electronics
            ,
                 Service Plans
             ",,"The product Type is petri film plate reader extended service Agreement (2-year). country of origin is United States, manufacturer of this product is 3M Food Safety.

",,https://images-na.ssl-images-amazon.com/images/I/61vuKlTnKZL._SL1500_.jpg,"$1,474.22","







3M 6476 Petrifilm Plate Reader Extended Service Agreement






",https://www.amazon.com/dp/B01N2YKNVV/ref=sr_1_9?dchild=1&fst=as%3Aoff&qid=1599659242&rnid=16225009011&s=electronics&sr=1-9,,
,"
                Electronics
            ,
                 Service Plans
             ",,"MS WS19 (16-Core) DC Add Lic AMS SW

","
, ,
,by entering your model number.,
,
,
Microsoft Windows Server 2019 (16-Core) Datacenter Additional Lic en/fr/es/xc SW

,
Microsoft Windows Server 2019 (16-Core) Datacenter Additional Lic en/fr/es/xc SW

,
Microsoft Windows Server 2019 (16-Core) Datacenter Additional Lic en/fr/es/xc SW

",,"$6,106.74","







Hpe MS WS19 (16-Core) DC Add LIC A






",https://www.amazon.com/dp/B07QCLV2ZQ/ref=sr_1_8?dchild=1&fst=as%3Aoff&qid=1599659242&rnid=16225009011&s=electronics&sr=1-8,,Back
,"
                Electronics
            ,
                 Service Plans
             ",,"VMWARE VSPHERE ROBO STD 25VM 1YR E-LTU

","
, ,
,by entering your model number.,
,
,
Please provide us the serial number and part number of your device to ship the exact/compatible care pack.

,
Category: Utilities - server virtualization, virtualization optimization| Product Type: License| Bundled Support: 1 Year 24x7 Support| Distribution Media: Electronic| License Type: 25 virtual machines| Type: Technical support - 1 year - availability: 24 hours a day / Monday-Sunday Ý New releases update - 1 year

",https://images-na.ssl-images-amazon.com/images/I/61QqXwr%2BLTL._AC_SL1500_.jpg,"$4,013.78","







HP P9A81AAE VMWARE VSPHERE ROBO STD 25VM 1YR E-LTU






",https://www.amazon.com/P9A81AAE-VMWARE-VSPHERE-ROBO-25VM/dp/B018WP65HG/ref=sr_1_10?dchild=1&fst=as%3Aoff&qid=1599659242&rnid=16225009011&s=electronics&sr=1-10,,Back
,"
                Electronics
            ,
                 Service Plans
             ",,"Hardware plus 1 year 8x5 Forticare

","
, ,
,by entering your model number.,
,
,
Hardware

,
1 year

,
8X5 FC SVC

",https://images-na.ssl-images-amazon.com/images/I/41eWtCd35aL._AC_SL1000_.jpg,"$3,897.27","







Fortinet Hardware Plus 1 Year 8x5 Forticare






",https://www.amazon.com/Fortinet-Hardware-Plus-Year-Forticare/dp/B088T4R7SW/ref=sr_1_7?dchild=1&fst=as%3Aoff&qid=1599659242&rnid=16225009011&s=electronics&sr=1-7,,Back
,"
                Electronics
            ,
                 Service Plans
             ",,"CarePak Printed extended warranty for the MF8180C.

","
, ,
,by entering your model number.,
,
,
CarePak Printed extended warranty for the MF8180C.

,
laser-printers

,
C544 Yellow Extra High Yield

,
C544X1YG

",,$204.49,"







Extended Warranty MF8180C






",https://www.amazon.com/Canon-6521A017AA-Extended-Warranty-MF8180C/dp/B000FW4LKI/ref=sr_1_6?dchild=1&fst=as%3Aoff&qid=1599659242&rnid=16225009011&s=electronics&sr=1-6,,Back
,"
                Electronics
            ,
                 Service Plans
             ",,"The Wintec 2.5"" SATA SSDs are optimized for performance, reliability, power and endurance to meet OEM requirements. This is a 2.5 inch SATA II 240GB capacity SSD.

","
, ,
,by entering your model number.,
,
,
Wintec 2.5 inch SSD

,
240 GB capacity

,
Up to 180MB/s read and 120MB/s write

,
Low power consumption and silent operation

",,$29.99,"







Wintec SSD SATA-II 240GB SF-1222 Mic A MLC RoHS (4) -E PW 2.5"" (W2SS240G1TA-D11MA2-BD2.A1)






",https://www.amazon.com/Wintec-SATA-II-240GB-SF-1222-W2SS240G1TA-D11MA2-BD2-A1/dp/B00C8OAZD8/ref=sr_1_5?dchild=1&fst=as%3Aoff&qid=1599659242&rnid=16225009011&s=electronics&sr=1-5,,Previous page of related Sponsored Products
